Name,Status,Batch,Team_size,Website,Founders
Meta,Founded,S13,11,http://www.metavision.com/,Raymond Lo (https://www.linkedin.com/in/raymondlo84 ); Ben Sand (https://linkedin.com/in/bensandcastle ); Meron Gribetz (https://www.linkedin.com/in/meron-gribetz-25b6673 )
LocalOn,Inactivated,S13,2,http://localon.com,David Tolioupov (http://linkedin.com/in/currant/ https://twitter.com/david_currant); Shahbano Imran (https://linkedin.com/in/shahbano )
Le Tote,Active,S13,500,http://letote.com,Brett Northart (https://www.linkedin.com/in/brettnorthart/ ); Rakesh Tondon (https://www.linkedin.com/in/rakesh-tondon-2524b91/ )
Hum,Inactive,S13,11,http://letshum.com,Dann Petty ( )
Graft Concepts,,S13,2,http://graftconcepts.com,Anthony Ko (https://www.linkedin.com/in/koanthony ); Peter Szcus (https://www.linkedin.com/in/peter-szucs-165b9923 ); Danny Wen (https://www.linkedin.com/in/dannytwen/ )
Glio,Active,S13,2,http://glio.com,João de Paula (https://linkedin.com/in/joaopdepaula/ https://twitter.com/joaopdepaula)
Floobits,,S13,2,http://floobits.com,Geoff Greer (https://www.linkedin.com/in/geoffgreer )
GoComm,,S13,2,http://gocomm.com,Travis Dredd (https://www.linkedin.com/in/travisdredd )
Crowdery,Founded,S14,2,http://crowdery.com,Maran Nelson (https://www.linkedin.com/in/marannelson ); Aditya Viswanathan (https://www.linkedin.com/in/adityaviswanathan )
Buttercoin,Inactivemarketplace,S13,11,http://buttercoin.com,Bennett Hoffman (https://www.linkedin.com/in/bennhoffman )
StackMachine,Founder,S13,2,http://stackmachine.com,Kyle Gray (https://www.linkedin.com/in/kyle-conroy-19a07273/ https://twitter.com/kyle_conroy/); Brandon Liu (https://www.linkedin.com/in/bdonl/ https://twitter.com/bdon)
FanHero,Inactive,S13,1,https://fanhero.com/,Charlie Guo (https://www.linkedin.com/in/charlierguo ); Kevin Xu (https://www.linkedin.com/in/imkevinxu https://twitter.com/imkevinxu)
Teleborder,Active,S13,11,http://teleborder.com,James Richards (https://www.linkedin.com/in/jpr2120/ )
